Name,WIGOS ID,Type,Elevation (m),Status,GBON,Latitude,Longitude,OSCAR URL
Ramble AWS,0-388-80-7,Surface AWS,245,Closed,No,17.97472222,-76.61277778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111025
Ramble Union Hill,0-388-700-78397,Surface AWS,326,Closed,No,18.365,-76.99194444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126939
Rat Trap,0-388-842-78397,Surface AWS,335,Closed,No,18.25972222,-77.935556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128461
Raymonds,0-388-176-78397,Surface AWS,27,Closed,No,17.84833333,-77.233333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111803
Reach,0-388-375-78397,Surface AWS,0,Closed,No,18.042106,-76.320773,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113840
Red Hills,0-388-284-78397,Surface AWS,457,Closed,No,18.05166667,-76.852778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112888
Reids Pen,0-388-520-78397,Surface AWS,12,Closed,No,17.950158,-76.919471,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121626
Retirement,0-388-646-78397,Surface AWS,104,Closed,No,18.434799,-77.880264,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126775
Retreat,0-388-701-78397,Surface AWS,120,Closed,No,18.393289,-77.031207,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127368
Retrieve,0-388-332-78397,Surface AWS,244,Closed,No,17.92638889,-77.395833,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113119
Retrieve,0-388-844-78397,Surface AWS,31,Closed,No,18.26083333,-78.230278,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128470
Rhodes Hall HS,0-388-17-78397,Surface AWS,2,Operational,No,18.368021,-78.304509,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110663
Rhymesbury,0-388-177-78397,Surface AWS,40,Closed,No,17.92361111,-77.318056,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111808
Richmond,0-388-702-78397,Surface AWS,166,Closed,No,18.24694444,-76.89166667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127369
Richmond Cocoa Farm,0-388-703-78397,Surface AWS,146,Closed,No,18.23194444,-76.883889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127370
Richmond Estate,0-388-418-78397,Surface AWS,37,Closed,No,18.44416667,-77.247222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/118691
Richmond Hill,0-388-647-78397,Surface AWS,229,Closed,No,18.360895,-77.912966,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126776
Richmond Park Primary,0-388-801-78397,Surface AWS,554,Operational,No,18.039244,-77.368154,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128111
Richmond Pwd,0-388-704-78397,Surface AWS,137,Closed,No,18.24333333,-76.893056,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127371
Richmond Vale,0-388-742-78397,Surface AWS,146,Closed,No,17.989889,-76.593967,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127773
Rio Bueno,0-388-782-78397,Surface AWS,12,Closed,No,18.470077,-77.461227,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128037
Rio Hoe,0-388-419-78397,Surface AWS,362,Closed,No,18.28611111,-77.10666667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/118692
Rio Magno,0-388-521-78397,Surface AWS,229,Closed,No,18.20555556,-76.968333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121627
Ritchies,0-388-178-78397,Surface AWS,839,Closed,No,18.13916667,-77.43138889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111815
Riversdale,0-388-522-78397,Surface AWS,152,Closed,No,18.16444444,-76.965556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121628
Robins Bay,0-388-705-78397,Surface AWS,31,Closed,No,18.28055556,-76.825,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127372
Rock Hall,0-388-376-78397,Surface AWS,433,Closed,No,18.159173,-76.538106,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113841
Rock River,0-388-179-78397,Surface AWS,207,Closed,No,18.06805556,-77.21277778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111818
Rock River ECI,0-388-180-78397,Surface AWS,229,Closed,No,18.065,-77.214722,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111819
Rockfield,0-388-420-78397,Surface AWS,533,Closed,No,18.38472222,-77.189444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/118693
Rocky Point,0-388-10-78397,Surface AWS,-1,Operational,No,17.77527778,-77.25583333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110548
Roehampton,0-388-72-78397,Surface AWS,341,Closed,No,18.2975,-77.863889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111015
Rose Hall,0-388-597-78397,Surface AWS,625,Closed,No,17.922666,-77.649618,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126373
Rose Hall,0-388-648-78397,Surface AWS,26,Closed,No,18.51333333,-77.81805556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126777
Rose Hall Hotel,0-388-649-78397,Surface AWS,26,Closed,No,18.52083333,-77.822778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126778
Rose Hill,0-388-285-78397,Surface AWS,1097,Closed,No,18.080577,-76.738807,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112889
Roselle,0-388-743-78397,Surface AWS,2,Closed,No,17.885294,-76.460196,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127774
Rowington,0-388-181-78397,Surface AWS,26,Closed,No,17.89277778,-77.31916667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111825
Rowlandsfield,0-388-744-78397,Surface AWS,244,Closed,No,17.97055556,-76.27805556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127775
Royal Palm Est.,0-388-94-78397,Surface AWS,8,Closed,No,18.294038,-78.315051,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111080
Runaway Bay,0-388-421-78397,Surface AWS,36,Closed,No,18.45472222,-77.335,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/118694
Running Gut,0-388-650-78397,Surface AWS,15,Closed,No,18.51805556,-77.8375,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126779
Salt River,0-388-182-78397,Surface AWS,4,Closed,No,17.83361111,-77.17361111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111829
Salt River,0-388-11-78397,Surface AWS,2,Operational,No,17.832513,-77.177919,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110551
Salt Savannah,0-388-183-78397,Surface AWS,26,Closed,No,17.78583333,-77.24888889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111840
Salt Spring,0-388-651-78397,Surface AWS,183,Closed,No,18.48666667,-77.875,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126780
Sam Wint,0-388-184-78397,Surface AWS,73,Closed,No,17.939633,-77.251446,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111841
Sandy Bay,0-388-237-78397,Surface AWS,15,Closed,No,18.447729,-78.077293,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112151
Sandy Gully,0-388-185-78397,Surface AWS,46,Closed,No,17.90555556,-77.290556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111842
Sangster,0-388-652-78397,Surface AWS,9,Closed,No,18.4975,-77.91916667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126781
Santa Cruz,0-388-71-78397,Surface AWS,43,Closed,No,18.04433,-77.6955676,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111014
Santa Cruz,0-388-598-78397,Surface AWS,24,Closed,No,18.047106,-77.699721,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126500
Savanna-la-mar,0-388-845-78397,Surface AWS,9,Closed,No,18.22416667,-78.13027778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128471
Savoy,0-388-186-78397,Surface AWS,229,Closed,No,18.10111111,-77.279167,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111843
Sawyers,0-388-89-78397,Surface AWS,330,Closed,No,18.374033,-77.487021,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111049
Sawyers,0-388-783-78397,Surface AWS,310,Closed,No,18.37777778,-77.48722222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128038
Schwallenburg,0-388-422-78397,Surface AWS,295,Closed,No,18.224554,-77.097715,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/118695
Seaford Twn,0-388-846-78397,Surface AWS,268,Closed,No,18.258747,-77.899809,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128496
Seaforth,0-388-745-78397,Surface AWS,120,Closed,No,17.935899,-76.452349,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127776
Seaside,0-388-423-78397,Surface AWS,12,Closed,No,18.45444444,-77.235556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/118696
Seaview FP,0-388-286-78397,Surface AWS,547,Closed,No,18.07972222,-76.78583333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112890
Serge Island,0-388-81-78397,Surface AWS,97,Closed,No,17.94898,-76.47968333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111026
Serge Island,0-388-746-78397,Surface AWS,107,Closed,No,17.94888889,-76.47944444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127777
Sevens Est.,0-388-187-78397,Surface AWS,61,Closed,No,17.99299,-77.210679,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111844
Shaws,0-388-599-78397,Surface AWS,13,Closed,No,18.114751,-77.817187,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126501
Sheckles,0-388-188-78397,Surface AWS,55,Closed,No,17.977063,-77.304626,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111845
Sheffield,0-388-847-78397,Surface AWS,24,Closed,No,18.27111111,-78.307222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128497
Shepherd Hall,0-388-654-78397,Surface AWS,474,Closed,No,18.368664,-77.836901,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126782
Sherwood,0-388-784-78397,Surface AWS,229,Closed,No,18.391679,-77.629,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128039
Sherwood Forest,0-388-377-78397,Surface AWS,208,Closed,No,18.14888889,-76.37777778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113842
Shettlewood,0-388-238-78397,Surface AWS,205,Closed,No,18.34611111,-77.95694444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112152
Shettlewood,0-388-18-78397,Surface AWS,186,Operational,No,18.34083333,-77.955,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110664
Shirley Castle,0-388-378-78397,Surface AWS,460,Closed,No,18.155285,-76.611326,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113843
Shirley Castle,0-388-39-78397,Surface AWS,499,Operational,No,18.158713,-76.614125,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110897
Shooters Hill,0-388-333-78397,Surface AWS,427,Closed,No,18.08888889,-77.479167,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113126
Shortwood,0-388-26-78397,Surface AWS,92,Operational,No,18.047103,-76.783377,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110674
Silver Hill,0-388-27-78397,Surface AWS,1180,Operational,No,18.080952,-76.68049,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110675
Silver Spring,0-388-848-78397,Surface AWS,15,Closed,No,18.307228,-78.296917,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128498
SIRI,0-388-99-78397,Surface AWS,462,Closed,No,18.065,-77.504722,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111157
Sligoville,0-388-610-78397,Surface AWS,610,Closed,No,18.094759,-76.936687,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121629
Smallwood,0-388-524-78397,Surface AWS,14,Closed,No,17.958476,-77.008983,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121630
SMBE,0-388-104-78397,Surface AWS,38,Closed,No,18.264705,-76.799641,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111204
Smithfield,0-388-239-78397,Surface AWS,275,Closed,No,18.408367,-78.097317,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112153
Smithville,0-388-189-78397,Surface AWS,549,Closed,No,18.10166667,-77.370556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111846
South Syndicate,0-388-525-78397,Surface AWS,6,Closed,No,17.975,-76.884444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121631
Southfield,0-388-600-78397,Surface AWS,533,Closed,No,17.881631,-77.676779,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126502
Spaldings ECI,0-388-190-78397,Surface AWS,823,Closed,No,18.15277778,-77.455556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111847
Spaldings PWD,0-388-191-78397,Surface AWS,808,Closed,No,18.15277778,-77.455556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111848
Spanish Town,0-388-526-78397,Surface AWS,29,Closed,No,17.97913,-76.96305,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121632
Spanish Wood,0-388-747-78397,Surface AWS,63,Closed,No,17.92444444,-76.24277778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127779
Spauldings,0-388-192-78397,Surface AWS,808,Closed,No,18.158382,-77.455673,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111849
Spring Garden,0-388-849-78397,Surface AWS,15,Closed,No,18.265511,-78.265755,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128499
Spring Garden,0-388-379-78397,Surface AWS,15,Closed,No,18.219411,-76.638942,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113844
Spring Gardens,0-388-527-78397,Surface AWS,83,Closed,No,17.979427,-77.083414,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121633
Spring Gardens 1,0-388-528-78397,Surface AWS,47,Closed,No,17.96833333,-77.07083333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121634
Spring Gardens 2,0-388-529-78397,Surface AWS,30,Closed,No,17.97694444,-77.06194444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121635
Spring MT,0-388-655-78397,Surface AWS,533,Closed,No,18.519436,-77.852781,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126783
Spring Plain,0-388-193-78397,Surface AWS,0,Closed,No,17.914649,-77.36224,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111850
Spring Vale,0-388-530-78397,Surface AWS,152,Closed,No,18.08444444,-77.054444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121636
Spring Valley,0-388-240-78397,Surface AWS,20,Closed,No,18.398345,-78.240557,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112163
Springfield,0-388-194-78397,Surface AWS,26,Closed,No,17.85472222,-77.335,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111851
Springfield,0-388-601-78397,Surface AWS,533,Closed,No,18.17222222,-77.875,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126503
Springhead,0-388-195-78397,Surface AWS,29,Closed,No,17.86388889,-77.30805556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111852
Spur Tree,0-388-334-78397,Surface AWS,747,Closed,No,17.991248,-77.562473,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113127
Spur Tree Hope,0-388-335-78397,Surface AWS,777,Closed,No,17.98916667,-77.552222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113128
St Helen # 3,0-388-531-78397,Surface AWS,29,Closed,No,17.97333333,-77.04583333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121804
St Ronans MV,0-388-336-78397,Surface AWS,671,Closed,No,18.055,-77.514444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113129
St. Anns Bay,0-388-424-78397,Surface AWS,15,Closed,No,18.433171,-77.200479,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/118697
St. Georges College,0-388-287-78397,Surface AWS,38,Closed,No,17.977116,-76.781451,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112891
St. Helen 5,0-388-532-78397,Surface AWS,33,Closed,No,17.95444444,-77.05333333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121911
St. Jago,0-388-196-78397,Surface AWS,29,Closed,No,17.86388889,-77.30805556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111853
St. Leonards (Seaford Twn),0-388-850-78397,Surface AWS,268,Closed,No,18.25888889,-77.89972222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128500
St. Toolis,0-388-197-78397,Surface AWS,61,Closed,No,17.978494,-77.385646,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111854
Steelfield,0-388-785-78397,Surface AWS,230,Closed,No,18.43833333,-77.555556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128040
Sterling Castle,0-388-288-78397,Surface AWS,457,Closed,No,18.055,-76.8375,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112892
Stewart Town,0-388-786-78397,Surface AWS,244,Closed,No,18.383821,-77.450133,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128045
Stony Hill (Fort George),0-388-289-78397,Surface AWS,415,Closed,No,18.08055556,-76.80222222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112893
Success Pen,0-388-656-78397,Surface AWS,5,Closed,No,18.51444444,-77.770833,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126784
Sunning Hill,0-388-748-78397,Surface AWS,70,Closed,No,17.94777778,-76.37527778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127780
Suttons,0-388-198-78397,Surface AWS,14,Closed,No,17.81416667,-77.25722222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111855
Suttons RWC,0-388-199-78397,Surface AWS,15,Closed,No,17.81527778,-77.2625,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111856
Suttons Wisco,0-388-200-78397,Surface AWS,15,Closed,No,17.81527778,-77.261944,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111857
Swansea,0-388-533-78397,Surface AWS,383,Closed,No,18.1625,-77.14888889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121969
Swanswick,0-388-787-78397,Surface AWS,207,Closed,No,18.4175,-77.53111111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128046
Sweetwater,0-388-657-78397,Surface AWS,732,Closed,No,18.27361111,-77.833333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126785
Sweetwood MV,0-388-337-78397,Surface AWS,671,Closed,No,18.05722222,-77.5125,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113136
Swift River,0-388-380-78397,Surface AWS,256,Closed,No,18.168289,-76.58985,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113845
Tarrentum,0-388-201-78397,Surface AWS,23,Closed,No,17.8375,-77.172222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112104
Teak Pen,0-388-202-78397,Surface AWS,387,Closed,No,18.043075,-77.265436,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112105
Temple Galleries,0-388-658-78397,Surface AWS,0,Closed,No,18.447517,-77.9163,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126786
Temple Hall,0-388-290-78397,Surface AWS,231,Closed,No,18.111623,-76.823905,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112894
Thatchfield,0-388-602-78397,Surface AWS,20,Closed,No,17.94111,-77.814916,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126504
Thompson Town,0-388-203-78397,Surface AWS,738,Closed,No,18.08666667,-77.36333333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112106
Tiltson,0-388-788-78397,Surface AWS,130,Closed,No,18.42888889,-77.71666667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128047
Tivey Penny,0-388-425-78397,Surface AWS,468,Closed,No,18.260127,-77.181674,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/118698
Top Mountain,0-388-291-78397,Surface AWS,1082,Closed,No,18.075,-76.668889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112895
Tregaron MV,0-388-338-78397,Surface AWS,671,Closed,No,18.05444444,-77.511111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113139
Trinityville,0-388-749-78397,Surface AWS,229,Closed,No,17.958657,-76.525616,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127781
Troja,0-388-534-78397,Surface AWS,238,Closed,No,18.201304,-76.926522,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121974
Trout Hall,0-388-204-78397,Surface AWS,271,Closed,No,18.14166667,-77.33555556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112107
Troy,0-388-789-78397,Surface AWS,463,Closed,No,18.246339,-77.613328,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128048
Tryall,0-388-659-78397,Surface AWS,213,Closed,No,18.50055556,-77.844444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126787
Tryall Golf Club,0-388-241-78397,Surface AWS,32,Closed,No,18.44782,-78.058469,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112172
Tulloch,0-388-56-78397,Surface AWS,104,Operational,No,18.10833333,-76.98194444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110940
Tulloch Estates,0-388-535-78397,Surface AWS,92,Closed,No,18.10805556,-76.98194444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/122128
Tweedside,0-388-205-78397,Surface AWS,472,Closed,No,18.175,-77.4125,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112108
Twickenham,0-388-57-78397,Surface AWS,53,Operational,No,18.00165833,-76.93553167,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110941
Twickenham Park,0-388-536-78397,Surface AWS,21,Closed,No,18.001667,-76.935556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/122129
Two Sister,0-388-206-78397,Surface AWS,0,Closed,No,17.884345,-76.90325,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112109
Ulster Spring,0-388-790-78397,Surface AWS,471,Closed,No,18.31,-77.52166667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128049
Unity Valley,0-388-426-78397,Surface AWS,305,Closed,No,18.25277778,-77.116667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/118699
Up Park Camp,0-388-292-78397,Surface AWS,76,Closed,No,17.99444444,-76.777778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112896
Vernamfield,0-388-12-78397,Surface AWS,40,Operational,No,17.88722222,-77.31027778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110569
Vernamfield,0-388-207-78397,Surface AWS,35,Closed,No,17.89388889,-77.31388889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112110
Victoria Town,0-388-339-78397,Surface AWS,152,Closed,No,17.91583333,-77.381389,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113140
Wait-a-bit,0-388-791-78397,Surface AWS,838,Closed,No,18.24722222,-77.519444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128053
Wakefield,0-388-537-78397,Surface AWS,126,Closed,No,18.10722222,-77.04722222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/122130
Wakefield,0-388-792-78397,Surface AWS,122,Closed,No,18.4125,-77.727222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128054
Walderston,0-388-340-78397,Surface AWS,793,Closed,No,18.13194444,-77.484722,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113141
Wales,0-388-793-78397,Surface AWS,122,Closed,No,18.428175,-77.671849,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128055
Wales,0-388-341-78397,Surface AWS,733,Closed,No,17.958851,-77.505329,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113142
Walkerswood,0-388-48-78397,Surface AWS,495,Operational,No,18.328905,-77.095277,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110925
Wallens,0-388-538-78397,Surface AWS,171,Closed,No,18.18388889,-77.00416667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/122131
Wallens,0-388-58-78397,Surface AWS,198,Closed,No,18.183081,-76.992569,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110944
Wallingford,0-388-603-78397,Surface AWS,229,Closed,No,18.17916667,-77.647222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126505
Warwick Castle #1,0-388-539-78397,Surface AWS,35,Closed,No,17.98333333,-76.99888889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/122132
Warwick Castle #2,0-388-540-78397,Surface AWS,29,Closed,No,17.96944444,-77.01138889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/122133
Warwick Castle #3,0-388-541-78397,Surface AWS,40,Closed,No,17.99027778,-77.00555556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/122134
Warwick Castle #4,0-388-542-78397,Surface AWS,21,Closed,No,17.99027778,-77.001944,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/122135
Water Valley,0-388-706-78397,Surface AWS,31,Closed,No,18.28055556,-76.825,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127373
Waterloo Rd CIB,0-388-293-78397,Surface AWS,99,Closed,No,18.01888889,-76.79083333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112904
Watermount,0-388-543-78397,Surface AWS,366,Closed,No,18.059906,-77.101381,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/122136
Watson Grove,0-388-544-78397,Surface AWS,14,Closed,No,17.98722222,-76.885,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/122137
Watt Town,0-388-427-78397,Surface AWS,549,Closed,No,18.309435,-77.412219,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/118700
Watt Town,0-388-49-78397,Surface AWS,542,Closed,No,18.30388661,-77.40801972,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110926
Welch Pole,0-388-851-78397,Surface AWS,427,Closed,No,18.25277778,-77.9597224,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128501
Weston Favel,0-388-794-78397,Surface AWS,15,Closed,No,18.40779,-77.741554,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128056
Wey Hill,0-388-707-78397,Surface AWS,305,Closed,No,18.17916667,-76.878333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127374
Wheelersfield,0-388-750-78397,Surface AWS,27,Closed,No,17.9557,-76.289624,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127782
Whim,0-388-545-78397,Surface AWS,17,Closed,No,17.946561,-77.101863,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/122138
White Marl,0-388-546-78397,Surface AWS,15,Closed,No,17.99583333,-76.908333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/122139
Whitehorses,0-388-751-78397,Surface AWS,62,Closed,No,17.87166667,-76.47555556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127783
Whitehouse,0-388-852-78397,Surface AWS,14,Closed,No,18.085088,-77.966517,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128502
Whitfield Hall,0-388-752-78397,Surface AWS,1280,Closed,No,18.047908,-76.618417,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127784
Whithorn,0-388-853-78397,Surface AWS,122,Closed,No,18.266032,-78.032264,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128503
Williamsfield,0-388-604-78397,Surface AWS,31,Closed,No,17.94444444,-77.765,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126526
